    longitude    |    latitude    |      country_name      |     place_name      | country_code 
  -81.3305969238 |  28.5037002563 | United States          | Orlando             | US
 -104.9793014530 |  39.7436981201 | United States          | Denver              | US
  121.4085998530 |  31.0049991608 | China                  | Shanghai            | CN
  -87.8112030029 |  42.0309982300 | United States          | Niles               | US
  -79.4168014526 |  43.6666984558 | Canada                 | Toronto             | CA
  -73.8918991089 |  41.6903991699 | United States          | Poughkeepsie        | US
   -2.5833001137 |  51.4500007629 | United Kingdom         | Bristol             | GB
  -78.2136001587 |  39.2029991150 | United States          | Winchester          | US
   28.3166999817 | -26.1833000183 | South Africa           | Benoni              | ZA
 -117.9588012700 |  34.0372009277 | United States          | La Puente           | US
  -82.3951034546 |  27.0755004883 | United States          | Venice              | US
  -93.1001968384 |  44.9486999512 | United States          | Saint Paul          | US
  -73.9718017578 |  40.8894996643 | United States          | Englewood           | US
  -77.4701995850 |  38.7391014099 | United States          | Manassas            | US
  144.9667053220 | -37.8166999817 | Australia              | Melbourne           | AU
  138.8500061030 | -32.7332992554 | Australia              | Erskine             | AU
  -79.4168014526 |  43.6666984558 | Canada                 | Toronto             | CA
 -105.6076965330 |  44.2256011963 | United States          | Gillette            | US
  -77.3880996704 |  38.9552993774 | United States          | Herndon             | US
   -3.6833000183 |  40.4000015259 | Spain                  | Madrid              | ES
   -3.6833000183 |  40.4000015259 | Spain                  | Madrid              | ES
  -81.6299972534 |  28.7619991302 | United States          | Mount Dora          | US
  -79.6287994385 |  36.3400001526 | United States          | Reidsville          | US
   -3.6833000183 |  40.4000015259 | Spain                  | Madrid              | ES
  -74.1470031738 |  40.7210998535 | United States          | Newark              | US
 -104.8996963500 |  39.7428016663 | United States          | Denver              | US
  -73.5167007446 |  45.5332984924 | Canada                 | Longueuil           | CA
   -3.6833000183 |  40.4000015259 | Spain                  | Madrid              | ES
 -105.7500000000 |  53.2000007629 | Canada                 | Prince Albert       | CA
   28.2294006348 | -25.7068996429 | South Africa           | Pretoria            | ZA
  -83.5026016235 |  42.6565017700 | United States          | White Lake          | US
  -81.6551971436 |  30.2938995361 | United States          | Jacksonville        | US
  149.2167053220 | -35.2832984924 | Australia              | Canberra            | AU
  144.9667053220 | -37.8166999817 | Australia              | Melbourne           | AU
   16.3666992188 |  48.2000007629 | Austria                | Vienna              | AT
 -122.2192993160 |  37.7949981689 | United States          | Oakland             | US
    2.3333001137 |  48.8666992188 | France                 | Paris               | FR
  -86.8942031860 |  33.5833015442 | United States          | Birmingham          | US
  144.9667053220 | -37.8166999817 | Australia              | Melbourne           | AU
    7.9166998863 |  47.3499984741 | Switzerland            | Olten               | CH
  115.8332977300 | -31.9333000183 | Australia              | Perth               | AU
  103.8557968140 |   1.2930999994 | Singapore              | Singapore           | SG
  -86.7844009399 |  36.1458015442 | United States          | Nashville           | US
   24.1000003815 |  56.9500007629 | Latvia                 | Riga                | LV
  151.1000061030 | -33.9667015076 | Australia              | Hurstville          | AU
  -73.2843017578 |  41.1745986938 | United States          | Fairfield           | US
   -0.1167000011 |  51.5000000000 | United Kingdom         | London              | GB
   -1.7500000000 |  53.7832984924 | United Kingdom         | Bradford            | GB
   -2.5999999046 |  51.8833007813 | United Kingdom         | Walford             | GB
   -0.7500000000 |  51.4166984558 | United Kingdom         | Bracknell           | GB
   -8.5500001907 |  41.3499984741 | Portugal               | Ribeirão            | PT
   18.3332996368 |  49.6833000183 | Czech Republic         | Frýdek-místek       | CZ
   -9.1332998276 |  38.7167015076 | Portugal               | Lisbon              | PT
   -3.4333000183 |  47.7332992554 | France                 | Ploemeur            | FR
   11.8832998276 |  45.4166984558 | Italy                  | Padova              | IT
  151.9667053220 | -27.5499992371 | Australia              | Toowoomba           | AU
   -0.1167000011 |  51.5000000000 | United Kingdom         | London              | GB
  144.9667053220 | -37.8166999817 | Australia              | Melbourne           | AU
  -90.4443969727 |  38.6142997742 | United States          | Saint Louis         | US
   28.0832996368 | -26.2000007629 | South Africa           | Johannesburg        | ZA
    5.3832998276 |  52.1500015259 | Netherlands            | Amersfoort          | NL
   -2.9667000771 |  56.5000000000 | United Kingdom         | Dundee              | GB
  174.7666931150 | -36.8666992188 | New Zealand            | Auckland            | NZ
   24.1000003815 |  56.9500007629 | Latvia                 | Riga                | LV
   -3.6833000183 |  40.4000015259 | Spain                  | Madrid              | ES
   78.4744033813 |  17.3752994537 | India                  | Hyderabad           | IN
  121.3056030270 |  24.9869003296 | Taiwan                 | Taoyüan             | TW
   -1.4213999510 |  54.9878005981 | United Kingdom         | South Shields       | GB
   -0.1167000011 |  51.5000000000 | United Kingdom         | London              | GB
  -85.7854003906 |  39.5238990784 | United States          | Shelbyville         | US
 -113.5000000000 |  53.5499992371 | Canada                 | Edmonton            | CA
 -118.2987976070 |  34.0415992737 | United States          | Los Angeles         | US
  153.0166931150 | -27.5000000000 | Australia              | Brisbane            | AU
  151.2082977300 | -33.7667999268 | Australia              | Forestville         | AU
   -3.5332999229 |  55.8833007813 | United Kingdom         | Livingston          | GB
  174.7666931150 | -36.8666992188 | New Zealand            | Auckland            | NZ
    4.4000000954 |  52.1500015259 | Netherlands            | Wassenaar           | NL
 -122.3000030520 |  49.0499992371 | Canada                 | Abbotsford          | CA
   23.8999996185 |  54.9000015259 | Lithuania              | Kaunas              | LT
  -58.6725006104 | -34.5875015259 | Argentina              | Buenos Aires        | AR
  -71.1299972534 |  41.9113006592 | United States          | Taunton             | US
 -104.9994964600 |  39.7524986267 | United States          | Denver              | US
  -86.6372985840 |  36.0371017456 | United States          | Antioch             | US
 -123.0197982790 |  44.9500007629 | United States          | Salem               | US
 -118.3115005490 |  37.5060005188 | United States          | Bishop              | US
  -63.5999984741 |  44.6500015259 | Canada                 | Halifax             | CA
  -88.5174026489 |  36.1348991394 | United States          | Mc Kenzie           | US
 -111.9288024900 |  33.3843994141 | United States          | Tempe               | US
  -92.3665008545 |  34.7337989807 | United States          | Little Rock         | US
   55.2799987793 |  25.2520999908 | United Arab Emirates   | Dubai               | AE
 -119.2272033690 |  35.3832015991 | United States          | Bakersfield         | US
  101.6999969480 |   3.1666998863 | Malaysia               | Kuala Lumpur        | MY
  101.6999969480 |   3.1666998863 | Malaysia               | Kuala Lumpur        | MY
 -112.0496978760 |  33.4651985168 | United States          | Phoenix             | US
   80.2833023071 |  13.0832996368 | India                  | Madras              | IN
  -77.4801025391 |  37.5409011841 | United States          | Richmond            | US
  -83.3731994629 |  42.3968009949 | United States          | Livonia             | US
   80.2833023071 |  13.0832996368 | India                  | Madras              | IN
  139.8500061030 |  38.9000015259 | Japan                  | Usen                | JP
  -95.7185974121 |  40.1604003906 | United States          | Verdon              | US
  -93.4946975708 |  45.1234016418 | United States          | Osseo               | US
 -122.4514999390 |  47.2165985107 | United States          | Tacoma              | US
  -73.5167007446 |  45.5332984924 | Canada                 | Longueuil           | CA
 -115.0249023440 |  36.0327987671 | United States          | Henderson           | US
  -85.0678024292 |  30.4134006500 | United States          | Blountstown         | US
   -0.7667000294 |  51.6333007813 | United Kingdom         | High Wycombe        | GB
  -77.6139984131 |  37.6198005676 | United States          | Richmond            | US
  -97.7695999146 |  30.3036994934 | United States          | Austin              | US
  -83.6863021851 |  43.1225013733 | United States          | Mount Morris        | US
  -89.7403030396 |  44.3359985352 | United States          | Wisconsin Rapids    | US
  -79.8000030518 |  43.3166999817 | Canada                 | Burlington          | CA
 -104.6166992190 |  50.4500007629 | Canada                 | Regina              | CA
  -84.4926986694 |  38.0293006897 | United States          | Lexington           | US
  174.7666931150 | -36.8666992188 | New Zealand            | Auckland            | NZ
  -95.4151992798 |  29.7754993439 | United States          | Houston             | US
 -117.7288970950 |  33.9472999573 | United States          | Chino Hills         | US
  -76.0912017822 |  39.3047981262 | United States          | Worton              | US
  174.7832946780 | -41.2999992371 | New Zealand            | Wellington          | NZ
 -123.0613021850 |  48.0656013489 | United States          | Sequim              | US
   37.6156005859 |  55.7522010803 | Russian Federation     | Moscow              | RU
  121.5250015260 |  25.0391998291 | Taiwan                 | Taipei              | TW
  -72.0385971069 |  41.3531990051 | United States          | Groton              | US
  -80.5333023071 |  43.4667015076 | Canada                 | Waterloo            | CA
  -84.3985977173 |  39.2747993469 | United States          | Cincinnati          | US
  153.3332977300 | -27.9832992554 | Australia              | Nerang              | AU
  -79.2519989014 |  42.1044998169 | United States          | Jamestown           | US
  -95.5224990845 |  32.3319015503 | United States          | Chandler            | US
  -83.7446975708 |  33.9296989441 | United States          | Bethlehem           | US
  -80.3839035034 |  25.8588008881 | United States          | Miami               | US
 -119.7950973510 |  36.7695007324 | United States          | Fresno              | US
  -87.9236984253 |  42.1286010742 | United States          | Wheeling            | US
   -8.6499996185 |  40.6333007813 | Portugal               | Aveiro              | PT
  -79.4168014526 |  43.6666984558 | Canada                 | Toronto             | CA
  -79.5000000000 |  43.1500015259 | Canada                 | Mississauga         | CA
  -74.3459014893 |  40.1045989990 | United States          | Jackson             | US
  -80.8290023804 |  35.2060012817 | United States          | Charlotte           | US
  -80.0434036255 |  42.0577011108 | United States          | Erie                | US
   -8.3832998276 |  43.3666992188 | Spain                  | A Coruña            | ES
    1.1667000055 |  52.0833015442 | United Kingdom         | Ipswich             | GB
  -80.5740966797 |  35.8987007141 | United States          | Mocksville          | US
   -3.0332999229 |  53.4000015259 | United Kingdom         | Birkenhead          | GB
 -113.8497009280 |  46.9402008057 | United States          | Missoula            | US
  -81.8268966675 |  26.5736999512 | United States          | Fort Myers          | US
    6.9499998093 |  50.9333000183 | Germany                | Köln                | DE
   -2.2000000477 |  52.2000007629 | United Kingdom         | Worcester           | GB
  -99.3110961914 |  33.6158981323 | United States          | Seymour             | US
  -87.6856994629 |  41.5971984863 | United States          | Markham             | US
   18.6000003815 | -33.9000015259 | South Africa           | Parow               | ZA
 -121.9536972050 |  37.3558006287 | United States          | Santa Clara         | US
    4.6666998863 |  52.5499992371 | Netherlands            | Castricum           | NL
  -92.7263031006 |  34.7621994019 | United States          | Paron               | US
   -0.1167000011 |  51.5000000000 | United Kingdom         | London              | GB
  -90.1330032349 |  40.3802986145 | United States          | Lewistown           | US
  -81.6473007202 |  41.4789009094 | United States          | Cleveland           | US
  -76.7817001343 |  39.1441001892 | United States          | Jessup              | US
   -0.1167000011 |  51.5000000000 | United Kingdom         | London              | GB
  -91.8002014160 |  47.9280014038 | United States          | Winton              | US
    6.0666999817 |  52.0999984741 | Netherlands            | Eerbeek             | NL
  -86.6108016968 |  34.7018013000 | United States          | Huntsville          | US
  -92.5378036499 |  44.5232009888 | United States          | Red Wing            | US
  -95.4729003906 |  30.1145000458 | United States          | Spring              | US
  -82.8038024902 |  34.1301994324 | United States          | Elberton            | US
  -96.2343978882 |  43.0705986023 | United States          | Sioux Center        | US
  -73.8423995972 |  40.7229003906 | United States          | Forest Hills        | US
  -34.9000015259 |  -8.0500001907 | Brazil                 | Recife              | BR
 -118.4350967410 |  33.9776992798 | United States          | Marina Del Rey      | US
 -104.9793014530 |  39.7436981201 | United States          | Denver              | US
  -99.3070983887 |  29.2770996094 | United States          | D Hanis             | US
  -96.2770004272 |  42.3727989197 | United States          | Sergeant Bluff      | US
   24.9342002869 |  60.1755981445 | Finland                | Helsinki            | FI
   13.3667001724 |  38.1166992188 | Italy                  | Palermo             | IT
 -114.0832977300 |  51.0833015442 | Canada                 | Calgary             | CA
   -4.2500000000 |  55.8333015442 | United Kingdom         | Glasgow             | GB
 -104.9793014530 |  39.7436981201 | United States          | Denver              | US
  -93.0334014893 |  41.7232017517 | United States          | Newton              | US
   28.9647006989 |  41.0186004639 | Turkey                 | Istanbul            | TR
 -105.0460968020 |  40.8330001831 | United States          | Wellington          | US
  -85.3843002319 |  42.5186004639 | United States          | Delton              | US
  -80.5000000000 |  43.4500007629 | Canada                 | Kitchener           | CA
   -0.1167000011 |  51.5000000000 | United Kingdom         | London              | GB
   -0.1167000011 |  51.5000000000 | United Kingdom         | London              | GB
   -0.1167000011 |  51.5000000000 | United Kingdom         | London              | GB
  -82.3697967529 |  27.4137992859 | United States          | Bradenton           | US
  -70.4983978271 |  43.4183006287 | United States          | Kennebunkport       | US
 -111.8740005490 |  33.3200988770 | United States          | Chandler            | US
 -121.2818984980 |  38.8185005188 | United States          | Rocklin             | US
  -72.9241027832 |  41.3111000061 | United States          | New Haven           | US
   -4.2500000000 |  55.8333015442 | United Kingdom         | Glasgow             | GB
   -2.5000000000 |  53.2667007446 | United Kingdom         | Northwich           | GB
  -88.7021026611 |  35.7125015259 | United States          | Jackson             | US
    4.8832998276 |  51.6500015259 | Netherlands            | Oosterhout          | NL
  -75.9160995483 |  36.6753005981 | United States          | Virginia Beach      | US
  -82.9882965088 |  39.9967994690 | United States          | Columbus            | US
   -9.1332998276 |  38.7167015076 | Portugal               | Lisbon              | PT
  -77.9887008667 |  34.3174018860 | United States          | Wilmington          | US
   -1.5168000460 |  54.9000015259 | United Kingdom         | Washington          | GB
  -71.6010971069 | -33.0477981567 | Chile                  | Valparaíso          | CL
  -97.7527999878 |  30.3999996185 | United States          | Austin              | US
  -81.6551971436 |  30.2938995361 | United States          | Jacksonville        | US
  -93.6184005737 |  41.5898017883 | United States          | Des Moines          | US
  -77.9316024780 |  34.4347000122 | United States          | Rocky Point         | US
 -105.1052017210 |  40.1717987061 | United States          | Longmont            | US
   -1.9167000055 |  52.4667015076 | United Kingdom         | Birmingham          | GB
  -96.1943969727 |  41.5379981995 | United States          | Blair               | US
  -68.5000000000 |  63.7332992554 | Canada                 | Iqaluit             | CA
 -104.6166992190 |  50.4500007629 | Canada                 | Regina              | CA
   -2.2167000771 |  53.5000000000 | United Kingdom         | Manchester          | GB
  -72.7800979614 |  41.5372009277 | United States          | Meriden             | US
  -78.8224029541 |  42.8171005249 | United States          | Buffalo             | US
  -61.4500007629 |  10.6499996185 | Trinidad and Tobago    | San Juan            | TT
  -87.3395996094 |  36.5089988708 | United States          | Clarksville         | US
  -88.0160980225 |  43.7685012817 | United States          | Plymouth            | US
  -98.5139999390 |  29.4717006683 | United States          | San Antonio         | US
  -84.6686019897 |  34.0649986267 | United States          | Acworth             | US
  -74.3688964844 |  40.7139015198 | United States          | Summit              | US
  -82.2986984253 |  27.9295005798 | United States          | Brandon             | US
  -89.3068008423 |  39.1174011230 | United States          | Fillmore            | US
  -77.3976974487 |  40.4903984070 | United States          | Port Royal          | US
  -81.6285018921 |  38.3627014160 | United States          | Charleston          | US
 -122.2192993160 |  37.7949981689 | United States          | Oakland             | US
  -95.5785980225 |  28.9715003967 | United States          | Brazoria            | US
 -110.6832962040 |  50.0332984924 | Canada                 | Medicine Hat        | CA
   37.6156005859 |  55.7522010803 | Russian Federation     | Moscow              | RU
  -97.0093002319 |  44.1596984863 | United States          | Nunda               | US
  -77.3007965088 |  35.5234985352 | United States          | Greenville          | US
 -111.7273025510 |  33.4253005981 | United States          | Mesa                | US
  -87.9649963379 |  43.0522003174 | United States          | Milwaukee           | US
 -118.4040985110 |  33.9164009094 | United States          | El Segundo          | US
   53.2332992554 |  56.8499984741 | Russian Federation     | Izhevsk             | RU
 -106.6668014530 |  52.1333007813 | Canada                 | Saskatoon           | CA
  151.2167053220 | -33.8833007813 | Australia              | Sydney              | AU
 -112.0839004520 |  33.5222015381 | United States          | Phoenix             | US
  174.7666931150 | -36.8666992188 | New Zealand            | Auckland            | NZ
  -86.5169982910 |  39.1679000854 | United States          | Bloomington         | US
 -106.6668014530 |  52.1333007813 | Canada                 | Saskatoon           | CA
   80.2833023071 |  13.0832996368 | India                  | Madras              | IN
  -76.7466964722 |  37.3540000916 | United States          | Williamsburg        | US
   77.5832977295 |  12.9832000732 | India                  | Bangalore           | IN
  -79.4168014526 |  43.6666984558 | Canada                 | Toronto             | CA
  -73.7436981201 |  41.0056991577 | United States          | White Plains        | US
   77.4332962036 |  28.6667003632 | India                  | Ghaziabad           | IN
   -0.1167000011 |  51.5000000000 | United Kingdom         | London              | GB
   72.8257980347 |  18.9750003815 | India                  | Bombay              | IN
   -0.3499999940 |  49.1833000183 | France                 | Caen                | FR
   78.1166992188 |   9.9333000183 | India                  | Madurai             | IN
  151.2167053220 | -33.8833007813 | Australia              | Sydney              | AU
  -78.8790969849 |  38.4505996704 | United States          | Harrisonburg        | US
  153.5666046140 | -28.8666992188 | Australia              | Ballina             | AU
  151.2167053220 | -33.8833007813 | Australia              | Sydney              | AU
  -80.2593002319 |  26.0097007751 | United States          | Hollywood           | US
  -81.6285018921 |  38.3627014160 | United States          | Charleston          | US
  -94.4430007935 |  42.9725990295 | United States          | West Bend           | US
  -76.0707015991 |  40.1086006165 | United States          | New Holland         | US
  153.0166931150 | -27.5000000000 | Australia              | Brisbane            | AU
  -74.1034011841 |  44.3511009216 | United States          | Saranac Lake        | US
    6.1666998863 |  46.2000007629 | Switzerland            | Geneva              | CH
  -95.2505035400 |  29.5503997803 | United States          | Pearland            | US
  -75.8266983032 |  39.9682998657 | United States          | Coatesville         | US
   19.4666996002 |  51.7500000000 | Poland                 | Lodz                | PL
  -95.4151992798 |  29.7754993439 | United States          | Houston             | US
  144.9667053220 | -37.8166999817 | Australia              | Melbourne           | AU
  -82.7520980835 |  27.8812007904 | United States          | Largo               | US
  -85.6304016113 |  39.0281982422 | United States          | North Vernon        | US
  -90.3025970459 |  38.6385002136 | United States          | Saint Louis         | US
  -78.9017028809 |  35.9925003052 | United States          | Durham              | US
 -122.8212966920 |  49.1363983154 | Canada                 | Surrey              | CA
   -1.3166999817 |  51.0167007446 | United Kingdom         | Winchester          | GB
   10.7500000000 |  59.9166984558 | Norway                 | Oslo                | NO
 -122.0074005130 |  37.4249000549 | United States          | Sunnyvale           | US
  -73.0045013428 |  40.8777999878 | United States          | Coram               | US
  -89.3600006104 |  43.0208015442 | United States          | Madison             | US
  -89.6858978271 |  39.7719993591 | United States          | Springfield         | US
  -79.8235015869 |  40.4169006348 | United States          | Turtle Creek        | US
  -72.9004974365 |  43.6445007324 | United States          | Rutland             | US
 -122.0074005130 |  37.4249000549 | United States          | Sunnyvale           | US
   -0.6999999881 |  51.5167007446 | United Kingdom         | Maidenhead          | GB
  -89.9610977173 |  41.8227996826 | United States          | Morrison            | US
  -97.3331985474 |  32.7551002502 | United States          | Fort Worth          | US
  -90.5477981567 |  38.5861015320 | United States          | Ballwin             | US
  -98.0857009888 |  40.0892982483 | United States          | Superior            | US
  -80.8971023560 |  28.9181003571 | United States          | Edgewater           | US
  -89.4735031128 |  43.1855010986 | United States          | Waunakee            | US
   19.9167003632 |  50.0833015442 | Poland                 | Cracow              | PL
   -1.9167000055 |  52.4667015076 | United Kingdom         | Birmingham          | GB
 -122.1424026490 |  37.4225006104 | United States          | Palo Alto           | US
  -55.1666984558 |  47.1666984558 | Canada                 | Marystown           | CA
  -78.9010009766 |  40.3376998901 | United States          | Johnstown           | US
  174.7666931150 | -36.8666992188 | New Zealand            | Auckland            | NZ
   24.7280998230 |  59.4338989258 | Estonia                | Tallinn             | EE
  -96.4629974365 |  38.6641006470 | United States          | Council Grove       | US
   -0.2167000026 |  51.9166984558 | United Kingdom         | Stevenage           | GB
  -89.9521026611 |  35.1241989136 | United States          | Memphis             | US
   -0.5666999817 |  51.2167015076 | United Kingdom         | Guildford           | GB
   -0.0333000012 |  51.3833007813 | United Kingdom         | Beckenham           | GB
  -81.6473007202 |  41.4789009094 | United States          | Cleveland           | US
  -80.3332977295 |  35.8737983704 | United States          | Lexington           | US
    0.4666999876 |  51.5666999817 | United Kingdom         | Basildon            | GB
  -88.0947036743 |  41.9483985901 | United States          | Bloomingdale        | US
   73.8666992188 |  18.5333003998 | India                  | Pune                | IN
  -87.6744003296 |  41.8675003052 | United States          | Chicago             | US
  151.2167053220 | -33.8833007813 | Australia              | Sydney              | AU
  -73.9763031006 |  40.7619018555 | United States          | New York            | US
   14.8999996185 |  46.9333000183 | Slovenia               | Bic                 | SI
   -0.6999999881 |  51.5167007446 | United Kingdom         | Maidenhead          | GB
  -73.0942993164 |  41.3846015930 | United States          | Seymour             | US
    0.8999999762 |  51.8833007813 | United Kingdom         | Colchester          | GB
   -1.4833999872 |  51.2000007629 | United Kingdom         | Andover             | GB
  -96.7993011475 |  32.8097991943 | United States          | Dallas              | US
  -86.1522979736 |  38.1841011047 | United States          | Corydon             | US
  -73.9553985596 |  40.6525001526 | United States          | Brooklyn            | US
   -0.1167000011 |  51.5000000000 | United Kingdom         | London              | GB
 -122.3419036870 |  47.6738014221 | United States          | Seattle             | US
  -73.6463012695 |  42.7624015808 | United States          | Troy                | US
   20.6333007813 |  46.0833015442 | Romania                | Sânnicolaul Mare    | RO
  -80.0073013306 |  35.9586982727 | United States          | High Point          | US
  -70.7604980469 |  41.7177009583 | United States          | Marion              | US
  -97.3331985474 |  32.7551002502 | United States          | Fort Worth          | US
  -76.1857986450 |  36.9095001221 | United States          | Norfolk             | US
  -96.7460021973 |  32.8731002808 | United States          | Dallas              | US
  -71.4373016357 |  41.8390007019 | United States          | Providence          | US
  -83.1201019287 |  39.8638992310 | United States          | Grove City          | US
   -1.6833000183 |  48.0833015442 | France                 | Rennes              | FR
  -88.2986984253 |  42.0270004272 | United States          | Elgin               | US
 -104.9994964600 |  39.7524986267 | United States          | Denver              | US
  -73.6432037354 |  43.3101005554 | United States          | Glens Falls         | US
  -81.2589035034 |  33.9791984558 | United States          | Lexington           | US
   -3.6833000183 |  40.4000015259 | Spain                  | Madrid              | ES
  -73.6667022705 |  45.4166984558 | Canada                 | Lachine             | CA
